"Rescue ID","Name","Birthdate","Sex","Primary Breed","Color (General)","Status","Created","Euthanasia Date","Adopted Date"
"F19-081","Hazel Ann","3/15/2019","Female","Domestic Short Hair","Gray","Transferred","7/16/2019 6:53 PM","",""
"F19-082","Laverne","3/15/2019","Female","Domestic Short Hair","Tortoiseshell","Adopted","7/16/2019 7:55 PM","","10/25/2019"
"F19-083","Woody II","3/15/2019","Male","Domestic Short Hair","Gray and White","Adopted","7/16/2019 7:54 PM","","2/1/2020"
"F19-084","Shirley","3/15/2019","Female","Domestic Short Hair","Tortoiseshell","Transferred","7/16/2019 7:57 PM","",""
"F19-085","Charlotte Grace","6/1/2018","Female","Domestic Short Hair","Tortoiseshell","Transferred","7/16/2019 8:02 PM","",""
"F19-086","Lettie","6/1/2018","Female","Domestic Short Hair","Orange (Mostly)","Adopted","7/16/2019 8:56 PM","","10/26/2019"
"F19-087","Dorothy B","1/1/2018","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","7/16/2019 9:56 PM","","8/29/2019"
"F19-088","Katydid","6/30/2016","Female","Domestic Short Hair","Gray","Adopted","7/16/2019 10:19 PM","","8/3/2019"
"F19-089","Queen","6/15/2018","Female","Abyssinian","Brown Tabby","Adopted","7/16/2019 10:41 PM","","1/1/2020"
"F19-090","Baby Kitty","11/2/2012","Female","Domestic Short Hair","Brown Tabby","Adopted","7/22/2019 3:55 PM","","1/20/2020"
"F19-091","Curious George","4/21/2019","Male","Domestic Short Hair","Gray","Adopted","7/22/2019 8:26 PM","","9/15/2019"
"F19-092","Gamora","5/1/2019","Female","Domestic Short Hair","Orange (Mostly)","Pending","7/22/2019 8:44 PM","","10/13/2019"
"F19-093","Captain Marvel","5/25/2019","Female","Domestic Short Hair","Brown Tabby","Adopted","7/22/2019 8:47 PM","","4/5/2020"
"F19-094","Geddy Lee","5/20/2019","Male","Domestic Medium Hair","Orange","Adopted","7/22/2019 10:43 PM","","10/13/2019"
"F19-095","Neil Purrt","5/20/2019","Male","Domestic Short Hair","Black","Adopted","7/22/2019 10:50 PM","","1/25/2020"
"F19-096","Alex Catson","6/14/2019","Male","Domestic Short Hair","Gray","Adopted","7/22/2019 10:54 PM","","10/13/2019"
"F19-097","Minnie Purrl","5/1/2019","Female","Domestic Short Hair","Gray (Mostly)","Adopted","7/22/2019 11:07 PM","","4/18/2020"
"F19-098","Clayton","5/7/2019","Male","Domestic Long Hair","Black (Mostly)","Adopted","7/22/2019 10:22 PM","","10/13/2019"
"F19-099","Asheville","5/8/2019","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","7/22/2019 10:33 PM","","10/13/2019"
"F19-100","Selma","7/15/2018","Female","Domestic Short Hair","Black and White","Adopted","7/22/2019 10:36 PM","","5/18/2020"
"F19-101","Clementine","3/30/2019","Female","Domestic Short Hair","Orange and White","Adopted","7/22/2019 11:35 PM","","9/28/2019"
"F19-102","Tommy B","5/12/2019","Male","Domestic Short Hair","Brown Tabby","Pending","7/23/2019 12:10 AM","",""
"F19-103","Harriet B","5/12/2019","Female","Domestic Medium Hair","Brown Tabby","Pending","7/23/2019 12:14 AM","",""
"F19-104","Ozzie B","5/12/2019","Female","Domestic Long Hair","Orange and White","Adopted","7/23/2019 12:18 AM","","10/13/2019"
"F19-105","Dina B","5/12/2019","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","7/23/2019 12:22 AM","","10/13/2019"
"F19-106","Cocoa B","5/12/2019","Male","Domestic Short Hair","Chocolate","Adopted","7/23/2019 12:24 AM","","12/17/2019"
"F19-107","Banner","6/15/2019","Male","Domestic Short Hair","Gray and White","Adopted","7/23/2019 1:06 AM","","1/4/2020"
"F19-108","Starla","5/12/2019","Female","Domestic Short Hair","Black and White","Adopted","7/23/2019 1:09 AM","","7/28/2020"
"F19-109","Mercury A","4/21/2019","Male","Domestic Short Hair","Black","Adopted","7/23/2019 1:15 AM","","9/15/2019"
"F19-110","Jupiter A","4/21/2019","Male","Domestic Long Hair","Black and White","Adopted","7/23/2019 1:17 AM","","9/15/2019"
"F19-111","Moose K","11/5/2013","Male","Domestic Medium Hair","Orange","Adopted","7/24/2019 10:47 AM","","8/28/2019"
"F19-112","Sneaky Pete K","7/1/2014","Male","Domestic Short Hair","Black","Adopted","7/24/2019 10:49 AM","","8/28/2019"
"F19-113","Beebo K","4/18/2015","Male","Domestic Short Hair","Black","Transferred","7/24/2019 10:51 AM","","3/7/2020"
"F19-114","Casper V","5/11/2017","Male","Domestic Short Hair","Gray and White","Adopted","7/30/2019 7:10 PM","","4/22/2020"
"F19-115","BooBoo V","6/11/2013","Male","Domestic Short Hair","Orange","Transferred","7/30/2019 7:21 PM","",""
"F19-116","Artemis","7/1/2014","Female","Maine Coon","Black","Adopted","7/31/2019 7:11 PM","","8/31/2019"
"F19-117","Wink Pants","5/5/2019","Female","Domestic Short Hair","Tortoiseshell","Adopted","8/3/2019 9:30 PM","","2/2/2020"
"F19-118","Priscilla Pants","5/21/2019","Female","Domestic Long Hair","Gray  Blue or Silver Tabby","Pending","8/3/2019 9:32 PM","",""
"F19-119","Two Pants","5/5/2019","Female","Domestic Long Hair","Tortoiseshell","Adopted","8/3/2019 9:33 PM","","2/2/2020"
"F19-120","Blaise Pants","5/5/2019","Male","Domestic Short Hair","Black and White","Adopted","8/3/2019 9:40 PM","","1/26/2020"
"F19-121","Stan Jr. Pants","6/13/2019","Male","Domestic Short Hair","Gray and White","Adopted","8/3/2019 9:42 PM","","1/26/2020"
"F19-122","Helen Pants","6/13/2019","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","8/3/2019 9:49 PM","","11/17/2019"
"F19-123","Macy Pants","6/13/2019","Male","Domestic Long Hair","Gray  Blue or Silver Tabby","Adopted","8/3/2019 9:50 PM","","10/20/2019"
"F19-124","Simon E","6/20/2019","Male","Domestic Medium Hair","White","Adopted","8/6/2019 7:12 PM","","12/31/2019"
"F19-125","Ellie","5/8/2016","Female","Domestic Medium Hair","Brown Tabby","Adopted","8/6/2019 7:24 PM","","12/22/2019"
"F19-126","Alphie","5/8/2016","Male","Domestic Medium Hair","Orange","Adopted","8/6/2019 7:27 PM","","12/22/2019"
"F19-127","Kiki N","7/4/2019","Female","Domestic Short Hair","Black and White","Adopted","8/10/2019 2:51 PM","","12/15/2019"
"F19-128","Chester Dale","8/10/2018","Male","Domestic Short Hair","Orange","Adopted","8/10/2019 2:53 PM","","8/25/2019"
"F19-129","Watson","8/13/2018","Male","Domestic Short Hair","Brown Tabby","Adopted","8/13/2019 8:36 PM","","8/18/2019"
"F19-130","Tortellini","4/2/2019","Female","Domestic Short Hair","Calico or Dilute Calico","Pending","8/18/2019 3:16 AM","",""
"F19-131","Stan Pants","7/21/2018","Male","Domestic Short Hair","Gray and White","Transferred","8/19/2019 11:40 AM","",""
"F19-132","Sydney Pants","3/1/2019","Male","Domestic Medium Hair","Orange","Adopted","8/19/2019 11:41 AM","","10/20/2019"
"F19-133","Rudy Pants","3/1/2019","Male","Domestic Short Hair","Orange","Adopted","8/19/2019 11:41 AM","","9/14/2019"
"F19-134","Bob Pants","3/1/2019","Male","Domestic Short Hair","Orange","Passed Away","8/19/2019 11:42 AM","",""
"F19-135","Billy Pants","3/1/2019","Male","Domestic Short Hair","Orange","Adopted","8/19/2019 11:42 AM","","2/13/2020"
"F19-136","Sox Pants","3/1/2019","Female","Domestic Short Hair","Black","Adopted","8/19/2019 11:42 AM","","9/7/2019"
"F19-137","Quinn Pants","3/1/2019","Female","Domestic Short Hair","Gray and White","Adopted","8/19/2019 11:43 AM","","10/23/2019"
"F19-138","Alice Pants","3/21/2019","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","8/19/2019 11:43 AM","","11/3/2019"
"F19-139","Jackie Pants","3/21/2019","Female","Domestic Short Hair","Gray (Mostly)","Adopted","8/19/2019 11:44 AM","","11/3/2019"
"F19-140","Shauna","12/18/2018","Female","Domestic Short Hair","Orange","Pending","8/19/2019 1:28 PM","",""
"F19-141","Seamus II","5/12/2019","Male","Domestic Short Hair","Brown Tabby","Adopted","8/19/2019 1:31 PM","","3/1/2020"
"F19-142","Shamrock II","5/12/2019","Female","Domestic Short Hair","Orange","Transferred","8/19/2019 1:32 PM","",""
"F19-143","Macey Owl","12/18/2019","Female","Domestic Short Hair","Tortoiseshell","Not Available","8/19/2019 1:38 PM","",""
"F19-144","Sasha Owl","6/25/2019","Female","Domestic Short Hair","Tortoiseshell","Adopted","8/19/2019 1:42 PM","","1/19/2020"
"F19-145","Cody Owl","6/25/2019","Male","Domestic Short Hair","Orange","Adopted","8/19/2019 1:46 PM","","4/16/2020"
"F19-146","Harley Owl","6/25/2019","Male","Domestic Short Hair","Orange","Adopted","8/19/2019 1:46 PM","","1/25/2020"
"F19-147","Quinn Owl","6/25/2019","Female","Domestic Short Hair","Orange","Adopted","8/19/2019 1:46 PM","","1/25/2020"
"F19-148","Nugget Poof","2/21/2019","Male","Domestic Short Hair","Black and White","Adopted","8/19/2019 2:03 PM","","9/11/2020"
"F19-150","Tamale","5/24/2019","Male","Domestic Short Hair","Orange (Mostly)","Adopted","8/28/2019 8:50 PM","","11/3/2019"
"F19-151","Freddy Purrcury","5/21/2019","Male","Domestic Short Hair","Gray (Mostly)","Adopted","8/28/2019 8:57 PM","","2/1/2020"
"F19-152","Georgia Peach","12/1/2018","Female","Domestic Short Hair","Orange (Mostly)","Pending","8/28/2019 9:13 PM","","9/9/2019"
"F19-153","Gingerbread Man","12/1/2018","Male","Domestic Short Hair","Orange (Mostly)","Adopted","8/28/2019 9:16 PM","","9/9/2019"
"F19-154","Keke","12/1/2018","Female","Domestic Short Hair","Brown Tabby","Adopted","8/28/2019 9:17 PM","","9/23/2019"
"F19-155","Tom Grey","7/1/2018","Male","Domestic Short Hair","Gray","Adopted","8/28/2019 9:18 PM","","1/26/2020"
"F19-156","Miss Kitty West","2/14/2012","Female","Domestic Short Hair","Black and White","Passed Away","8/28/2019 9:19 PM","9/1/2019",""
"F19-157","Mack","7/1/2018","Male","Domestic Short Hair","Orange (Mostly)","Pending","8/28/2019 9:20 PM","","9/9/2019"
"F19-158","Mia Lee","9/1/2017","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","9/1/2019 10:18 PM","","1/20/2020"
"F19-159","Purrito Panther","7/7/2019","Male","Domestic Short Hair","Black","Adopted","9/5/2019 7:30 PM","","5/16/2020"
"F19-160","Richmond","9/11/2018","Male","Maine Coon","Orange and White","Adopted","9/11/2019 8:23 PM","","12/31/2020"
"F19-161","Skyline","6/23/2019","Male","Domestic Medium Hair","Brown Tabby","Pending","9/17/2019 1:23 PM","",""
"F19-162","Stevi Nicks","7/21/2019","Female","Domestic Short Hair","Black (Mostly)","Transferred","9/17/2019 1:27 PM","",""
"F19-163","Janis Joplin","7/21/2019","Female","Domestic Short Hair","Tortoiseshell","Adopted","9/17/2019 1:27 PM","","2/29/2020"
"F19-164","Nala Panther","7/14/2019","Female","Domestic Short Hair","Black","Adopted","9/17/2019 1:29 PM","","2/29/2020"
"F19-165","Mufasa Panther","7/14/2019","Male","Domestic Short Hair","Black","Adopted","9/17/2019 1:29 PM","","4/4/2020"
"F19-166","Simba Panther","7/14/2019","Male","Domestic Short Hair","Black","Adopted","9/17/2019 1:30 PM","","4/4/2020"
"F19-167","Peter Parker","7/14/2019","Male","Domestic Short Hair","Black","Pending","9/17/2019 1:31 PM","",""
"F19-168","Spider Gwen","7/14/2019","Female","Domestic Short Hair","Black","Pending","9/17/2019 1:31 PM","",""
"F19-169","Loreli","9/12/2018","Female","Domestic Short Hair","Orange","Adopted","10/3/2019 8:42 PM","","10/7/2019"
"F19-170","Tilly E","8/18/2019","Female","Domestic Short Hair","Tortoiseshell","Adopted","10/17/2019 11:42 AM","","3/3/2020"
"F19-171","Orange Julius","8/4/2019","Male","Domestic Short Hair","Orange (Mostly)","Adopted","10/17/2019 11:43 AM","","3/27/2020"
"F19-172","Darwin H","3/16/2017","Male","Bengal","Brown Tabby","Adopted","10/21/2019 5:17 PM","","10/21/2019"
"F19-173","Teensy E","9/16/2019","Male","Domestic Short Hair","Tuxedo","Adopted","10/23/2019 2:08 PM","","4/24/2020"
"F19-174","Roland E","8/18/2019","Female","Domestic Short Hair","Brown Tabby","Adopted","10/23/2019 2:13 PM","","2/28/2020"
"F19-175","Dorian Gray","7/25/2019","Male","Domestic Short Hair","Gray (Mostly)","Adopted","10/23/2019 2:17 PM","","10/26/2020"
"F19-176","Christian Gray","7/25/2019","Male","Domestic Short Hair","Gray","Adopted","10/23/2019 2:18 PM","","10/26/2020"
"F19-177","Marigold Clayton","11/21/2018","Female","Domestic Short Hair","Tortoiseshell","Transferred","11/21/2019 8:40 PM","",""
"F19-178","Ezra Clayton","8/18/2019","Male","Domestic Short Hair","Gray","Adopted","11/21/2019 8:46 PM","","1/23/2020"
"F19-179","Eartha Clayton","8/18/2019","Female","Domestic Medium Hair","Calico or Dilute Calico","Adopted","11/21/2019 8:47 PM","","3/1/2020"
"F19-180","Waylon Clayton","8/18/2019","Male","Domestic Short Hair","Orange","Passed Away","11/21/2019 8:48 PM","",""
"F19-181","Luther Clayton","8/18/2019","Male","Domestic Short Hair","Black","Transferred","11/21/2019 8:49 PM","",""
"F19-182","Reinhardt","9/22/2019","Male","Domestic Short Hair","Orange","Transferred","11/21/2019 9:15 PM","",""
"F19-183","Solar","9/22/2019","Male","Domestic Short Hair","Orange","Adopted","11/21/2019 9:16 PM","","1/19/2020"
"F19-184","Sombra","9/22/2019","Female","Domestic Short Hair","Calico or Dilute Calico","Transferred","11/21/2019 9:17 PM","",""
"F19-185","Santana L","9/9/2019","Male","Domestic Short Hair","Brown Tabby","Adopted","11/22/2019 7:04 PM","","1/19/2020"
"F19-186","Hendrix L","9/9/2019","Female","Domestic Long Hair","Brown Tabby","Adopted","11/22/2019 7:09 PM","","1/20/2020"
"F19-187","Velvet L","9/9/2019","Female","Domestic Short Hair","Gray","Adopted","11/22/2019 7:10 PM","","1/19/2020"
"F19-188","Bebo L","9/9/2019","Male","Domestic Long Hair","Black","Adopted","11/22/2019 7:12 PM","","1/20/2020"
"F19-189","Cashmere D","8/17/2019","Male","Domestic Medium Hair","Gray","Adopted","12/4/2019 11:20 AM","","1/17/2020"
"F19-190","Vella","11/2/2011","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","12/12/2019 6:41 PM","","1/6/2020"
"F19-191","Olive","4/1/2014","Female","Domestic Long Hair","Gray and White","Adopted","1/11/2020 1:53 AM","","1/11/2020"
"F19-192","Kitty Wilson","11/13/2016","Female","Domestic Short Hair","Orange","Adopted","1/31/2020 6:13 PM","","1/17/2020"
"F19-193","Baxter Paws","4/15/2015","Male","Domestic Short Hair","Gray and White","Adopted","2/1/2020 2:02 PM","","2/1/2020"
"F19-194","Boots Paws","10/1/2013","Male","Domestic Short Hair","Brown Tabby","Adopted","2/1/2020 2:10 PM","","2/1/2020"
"F19-195","Colors","11/12/2011","Female","Domestic Long Hair","Tortoiseshell","Not Available","2/9/2020 9:44 PM","",""
"F20-001","Colby Poof","1/1/2019","Male","Domestic Short Hair","Orange","Adopted","1/30/2020 7:02 PM","","1/25/2020"
"F20-002","Bodhi E","11/1/2019","Male","Domestic Short Hair","Tuxedo","Adopted","2/29/2020 11:44 AM","","6/6/2020"
"F20-003","Pocket E","11/11/2019","Female","Domestic Short Hair","Gray","Adopted","2/29/2020 6:53 PM","","3/27/2020"
"F20-004","Button E","1/21/2020","Female","Domestic Short Hair","Black","Adopted","2/29/2020 7:04 PM","","5/21/2020"
"F20-005","Beau E","12/26/2019","Male","Domestic Short Hair","Brown Tabby","Adopted","2/29/2020 7:15 PM","","5/21/2020"
"F20-006","Meatball","1/1/2019","Male","Domestic Short Hair","Brown Tabby","Adopted","5/7/2020 9:22 PM","","3/4/2020"
"F20-007","Princess Anastasia Fluffington","4/9/2015","Female","Siamese","Cream (Mostly)","Not Available","4/7/2020 7:55 PM","",""
"F20-008","Silhouette D","7/1/2019","Female","Domestic Short Hair","Black","Adopted","5/13/2020 1:58 PM","","11/17/2020"
"F20-009","Belle Squeaks","4/1/2019","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","5/13/2020 2:03 PM","","7/18/2020"
"F20-010","Driver Poof","8/24/2019","Male","Domestic Short Hair","White (Mostly)","Adopted","5/20/2020 4:26 PM","","9/8/2020"
"F20-011","Fluffer Muffin","5/1/2020","Male","Domestic Medium Hair","Gray  Blue or Silver Tabby","Adopted","7/4/2020 1:35 PM","","12/13/2020"
"F20-012","Blueberry Muffin","5/1/2020","Female","Domestic Short Hair","Brown Tabby","Adopted","7/4/2020 1:39 PM","","12/18/2020"
"F20-013","Banana Nut Muffin","5/1/2020","Male","Domestic Short Hair","Brown Tabby","Adopted","7/4/2020 1:37 PM","","12/18/2020"
"F20-014","Cinnamon Muffin","4/15/2020","Female","Domestic Short Hair","Tortoiseshell","Adopted","7/4/2020 2:07 PM","","12/24/2020"
"F20-015","Rose Tyler","9/1/2019","Female","Domestic Short Hair","Brown Tabby","Adopted","7/4/2020 4:58 PM","","9/11/2020"
"F20-021","Martha Jones","6/19/2020","Female","Domestic Short Hair","Brown Tabby","Adopted","8/2/2020 2:54 PM","","10/25/2020"
"F20-022","The Doctor","6/19/2020","Female","Domestic Short Hair","Gray","Adopted","8/2/2020 2:54 PM","","10/25/2020"
"F20-023","Donna Noble","6/19/2020","Female","Domestic Short Hair","Brown Tabby","Adopted","8/2/2020 2:54 PM","","10/25/2020"
"F20-024","Amy Pond","6/19/2020","Female","Domestic Short Hair","Gray  Blue or Silver Tabby","Adopted","8/2/2020 2:55 PM","","10/25/2020"
"F20-025","Clara Oswald","6/19/2020","Female","Domestic Short Hair","Gray  Blue or Silver Tabby","Adopted","8/2/2020 2:55 PM","","10/25/2020"
"F20-026","River Song","6/18/2020","Female","Domestic Short Hair","Gray (Mostly)","Adopted","8/2/2020 2:56 PM","","10/25/2020"
"F20-027","Wendy E","8/5/2009","Female","Domestic Long Hair","White","Adopted","8/2/2020 2:34 PM","","9/14/2020"
"F20-028","Mini Muffin","5/1/2020","Male","Domestic Short Hair","Brown Tabby","Adopted","8/23/2020 11:55 AM","","10/12/2020"
"F20-029","Snuggles E","10/4/2018","Female","Domestic Short Hair","Tortoiseshell","Pending","10/3/2020 4:39 PM","",""
"F20-030","Ruth Ginsburg","8/22/2020","Female","Domestic Short Hair","Tortoiseshell","Adopted","10/3/2020 5:15 PM","","12/28/2020"
"F20-031","Oreo Puffnstuff","10/4/2019","Female","Domestic Medium Hair","Gray and White","Adopted","10/3/2020 6:00 PM","","3/7/2021"
"F20-032","Grizzly PuffnStuff","8/9/2020","Male","Domestic Medium Hair","Black","Adopted","10/3/2020 6:03 PM","","1/15/2021"
"F20-033","Kodiak Puffnstuff","8/9/2020","Male","Domestic Medium Hair","Black","Adopted","10/3/2020 6:04 PM","","3/12/2023"
"F20-034","Panda Puffnstuff","8/9/2020","Male","Domestic Medium Hair","Gray and White","Adopted","10/3/2020 6:03 PM","","12/28/2020"
"F20-035","Koala Puffnstuff","8/9/2020","Male","Domestic Medium Hair","Gray  Blue or Silver Tabby","Adopted","10/3/2020 6:05 PM","","1/13/2021"
"F20-036","Moot Moot","6/15/2016","Female","Domestic Short Hair","","Adopted","10/4/2020 2:46 PM","","10/4/2020"
"F20-037","Vivi","10/26/2017","Female","Domestic Short Hair","Brown Tabby","Adopted","10/25/2020 2:31 PM","","1/19/2021"
"F20-038","Godzilla Diamond","10/25/2019","Female","Domestic Short Hair","Brown Tabby","Pending","12/13/2020 10:47 PM","",""
"F20-039","Karma L.D.","10/25/2016","Female","Domestic Short Hair","Orange and White","Adopted","12/13/2020 10:49 PM","","6/7/2022"
"F20-040","Lucy Diamond","10/25/2018","Female","Domestic Short Hair","Gray  Blue or Silver Tabby","Pending","12/13/2020 10:51 PM","",""
"F20-041","Houdini H","12/1/2017","Male","Domestic Short Hair","Orange","Pending","12/31/2020 7:57 PM","",""
"F20-042","Tippy E","10/11/2020","Male","Domestic Short Hair","Orange","Adopted","2/1/2021 6:02 PM","","5/4/2021"
"F20-043","Smidge E","10/11/2020","Male","Domestic Short Hair","Orange","Adopted","2/1/2021 6:05 PM","","5/4/2021"
